Region_of_Residence,Age,Gender,Monthly_Grocery_Budget,Employment_Status,HH_Income,Total_Kids_inHH,Number_Stores_ShoppedAtPast4Weeks,Year,DemoWeight,BANNER_KEY,BANNER_ShareOfWallet,BANNER_InStoreVisits,BANNER_DeliveryVisits,BANNER_PickUpVisits,BANNER_Recommend,BANNER_Trust,BANNER_UsefulInfo,BANNER_DiscountsCouponsRelevance,BANNER_RightVarietyofProducts,BANNER_QualityProducts,BANNER_CheckOut,BANNER_Staff,BANNER_CleanStore,BANNER_Rewards,BANNER_Location,BANNER_SpeedofShop,BANNER_OnlineShopping,BANNER_OneStopShop,BANNER_OutofStocks,BANNER_NaturalOrganicVariety,BANNER_NewDifferentVariety,BANNER_Fun,BANNER_LocalVariety,BANNER_CommunityConnection,BANNER_BasePrices,BANNER_Tech,BANNER_Advertising,BANNER_BetterForYou,BANNER_LoyaltySaves,BANNER_PrivateBrandSaves,BANNER_DiscountPrevalence,BANNER_DiscountDepth,BANNER_Sustainability,BANNER_Employees,BANNER_Values
 ,4,2,180,7,1,1,5,2020,.84,3,10,2,0,0,3,2,1,1,4,2,4,3,4,1,3,3,1,1,3,3,3,2,1,4,5, , , , , , , , , , 
 ,4,2,400,5,1,2,6,2020,.89,61,75,6,0,0,4,4,4,3,4,3,4,3,3,3,5,3,4,5,4,3,3,2,3,3,4, , , , , , , , , , 
 ,5,2,100,1,5,1,2,2020,.58,3,95,3,0,0,5,3,1,3,2,3,5,5,4,1,5,5,3,4,4,5,3,4,3,3,5, , , , , , , , , , 
 ,5,2,450,1,4,1,6,2020,.59,61,97,5,0,0,5,4,1,1,4,3,5,3,4,5,5,5,5,5,4,3,4,4,3,3,4, , , , , , , , , , 
 ,5,2,194,5,2,1,6,2020,1.61,9,10,1,0,0,5,5,3,2,5,5,5,5,5,5,2,2,3,4,2,5,5,5,5,4,4, , , , , , , , , , 
 ,5,2,200,7,8,1,6,2020,2.03,61,1,1,0,0,5,5,5,5,5,4,5,5,5,4,5,5,3,5,1,5,5,5,5,3,5, , , , , , , , , , 
 ,6,2,75,1,3,7,4,2020,1.18,31,95,3,0,0,3,2,1,5,3,4,4,1,4,5,4,5,3,5,3,4,4,1,5,1,1, , , , , , , , , , 
 ,5,2,200,6,1,1,2,2020,1.67,61,10,1,0,0,3,4,3,2,4,4,2,3,4,2,5,2,3,4,4,3,3,3,3,3,3, , , , , , , , , , 
 ,5,2,700,1,3,1,3,2020,.75,31,40,3,0,0,5,4,5,4,4,4,5,5,5,5,5,4,5,4,2,4,3,2,3,5,4, , , , , , , , , , 
 ,5,2,300,1,4,1,4,2020,.71,15,25,4,0,0,3,3,3,5,3,2,5,5,5,4,5,5,3,3,4,2,3,3,3,3,5, , , , , , , , , , 
 ,4,2,300,5,2,2,1,2020,.59,4,30,1,1,1,3,3,5,4,4,3,3,4,3,5,3,3,4,3,4,5,4,3,3,4,4, , , , , , , , , , 
 ,4,2,500,5,3,1,4,2020,.64,31,65,4,0,0,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5,3,5,5,5, , , , , , , , , , 
 ,5,2,500,5,2,1,7,2020,.66,3,70,3,0,0,5,4,3,3,4,4,3,3,4,3,4,4,3,4,2,3,4,4,3,4,5, , , , , , , , , , 
 ,5,2,1500,5,4,1,3,2020,1.08,2,20,2,0,0,2,2,1,1,2,1,1,1,5,1,4,1,3,3,5,3,1,1,1,3,2, , , , , , , , , , 
 ,5,2,1000,1,5,2,3,2020,.79,3,10,3,0,0,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,500,1,4,3,3,2020,.9,31,35,3,0,0,5,4,4,5,4,3,3,4,3,5,4,4,3,3,5,3,3,4,1,3,1, , , , , , , , , , 
 ,5,2,1250,5,5,1,2,2020,.83,15,20,5,0,5,5,4,2,3,2,3,5,4,5,2,5,5,3,2,4,2,3,3,3,4,5, , , , , , , , , , 
 ,5,2,100,2,3,1,5,2020,1.23,31,20,2,0,0,5,5,5,5,5,5,5,3,5,5,5,5,5,4,4,5,5,5,3,5,3, , , , , , , , , , 
 ,3,2,1000,1,4,2,2,2020,.94,5,30,3,2,0,4,4,4,4,4,5,4,4,4,4,5,4,5,4,5,4,4,5,4,4,4, , , , , , , , , , 
 ,3,2,1000,1,4,2,2,2020,.94,15,10,1,20,10,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4, , , , , , , , , , 
 ,5,2,250,1,1,3,5,2020,1.17,10,14,2,0,0,5,5,3,4,5,5,5,3,5,3,5,5,5,4,3,3,5,3,3,3,3, , , , , , , , , , 
 ,4,2,400,6,1,1,3,2020,1.06,15,5,2,0,0,5,5,5,5,5,5,5,5,5,3,5,5,3,1,1,3,3,5,3,5,5, , , , , , , , , , 
 ,4,2,600,1,4,3,4,2020,.7,3,40,1,0,0,5,5,5,1,5,5,5,5,5,1,5,5,5,3,4,4,5,3,5,5,5, , , , , , , , , , 
 ,4,2,600,1,4,3,4,2020,.7,61,60,3,1,2,5,5,5,3,5,5,4,3,4,1,5,3,5,5,3,5,5,3,5,3,4, , , , , , , , , , 
 ,5,2,25,1,3,1,5,2020,.8,61,100,1,0,0,5,5,1,1,4,4,4,1,5,1,1,4,1,1,5,1,3,1,1,1,5, , , , , , , , , , 
 ,4,2,600,1,3,3,3,2020,.76,3,75,4,1,3,5,5,3,1,4,3,5,3,5,1,3,4,5,4,5,5,5,5,1,3,5, , , , , , , , , , 
 ,4,2,500,1,4,3,3,2020,.58,5,10,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,500,1,4,3,3,2020,.58,8,20,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5, , , , , , , , , , 
 ,4,2,275,5,3,3,3,2020,.69,3,20,1,0,0,5,5,3,1,5,5,5,3,4,1,4,5,5,3,4,5,5,4,5,5,5, , , , , , , , , , 
 ,4,2,275,5,3,3,3,2020,.69,4,10,1,1,0,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,3,3,5, , , , , , , , , , 
 ,4,2,300,2,2,2,2,2020,.82,5,15,1,1,0,5,5,3,3,5,5,5,3,5,3,5,5,5,3,2,5,4,4,5,4,4, , , , , , , , , , 
 ,4,2,300,2,2,2,2,2020,.82,17,5,1,0,0,5,5,3,3,5,5,5,5,5,3,4,5,3,1,1,5,5,5,5,4,4, , , , , , , , , , 
 ,4,2,200,6,1,1,5,2020,1.23,3,10,1,0,0,3,3,1,2,3,3,4,2,4,3,3,4,3,2,4,3,2,3,3,3,4, , , , , , , , , , 
 ,4,2,1000,5,4,3,3,2020,.93,61,60,2,0,0,5,5,3,3,4,4,4,4,4,3,5,3,4,4,5,3,3,4,4,4,4, , , , , , , , , , 
 ,5,2,250,5,5,1,2,2020,.79,1,5,1,0,1,1,3,3,5,5,5,3,3,5,5,5,3,3,2,1,4,5,3,3,3,1, , , , , , , , , , 
 ,3,2,400,2,2,3,6,2020,2.01,31,50,3,0,0,4,4,3,5,4,3,3,3,4,5,5,3,3,3,4,4,4,3,3,4,4, , , , , , , , , , 
 ,4,2,500,1,4,2,5,2020,.57,61,75,6,0,6,3,3,3,3,3,3,3,3,3,3,5,3,5,4,3,4,3,3,3,3,4, , , , , , , , , , 
 ,5,2,500,2,2,1,5,2020,1.29,3,70,8,0,0,5,5,3,5,5,5,4,5,5,3,5,5,3,4,1,4,5,5,5,3,5, , , , , , , , , , 
 ,4,2,100,7,1,2,3,2020,1.23,3,50,1,1,0,4,4,3,3,3,4,4,4,5,2,4,5,5,2,3,4,4,4,3,4,4, , , , , , , , , , 
 ,3,2,800,1,2,6,3,2020,1.34,61,20,1,0,1,5,5,3,5,5,5,3,1,5,3,5,5,5,5,1,5,5,5,3,5,5, , , , , , , , , , 
 ,3,2,1500,1,5,2,8,2020,1.68,9,5,2,10,15,5,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,4,3, , , , , , , , , , 
 ,3,2,250,1,2,1,9,2020,1.26,61,20,1,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , 
 ,5,2,465,2,5,1,2,2020,.84,3,5,1,0,0,4,4,3,2,3,4,3,3,4,3,4,4,3,2,2,3,3,4,3,3,5, , , , , , , , , , 
 ,3,2,650,1,3,4,5,2020,1.62,3,10,2,0,0,4,5,5,3,4,3,4,3,3,3,5,5,3,3,5,3,3,3,3,3,5, , , , , , , , , , 
 ,5,2,350,1,2,1,7,2020,1.19,61,10,1,0,0,4,3,1,2,2,3,2,3,2,1,5,2,5,1,4,2,2,2,1,3,4, , , , , , , , , , 
 ,4,2,400,5,3,2,3,2020,.67,3,70,3,2,0,5,5,1,1,4,3,4,3,3,3,4,5,3,4,4,2,5,3,1,3,5, , , , , , , , , , 
 ,4,2,400,5,3,2,3,2020,.67,5,10,1,1,0,4,5,1,1,4,3,4,3,3,3,3,3,4,3,5,3,3,3,1,3,3, , , , , , , , , , 
 ,3,2,200,2,2,1,3,2020,1.21,8,10,1,1,1,4,4,3,4,4,4,1,4,3,3,5,1,3,5,3,3,5,4,3,3,3, , , , , , , , , , 
 ,4,2,600,1,5,4,4,2020,.7,61,60,1,0,2,3,2,3,4,4,3,4,3,3,3,4,3,4,4,3,3,3,3,2,4,4, , , , , , , , , , 
 ,5,2,300,6,1,1,4,2020,1.77,10,15,2,0,0,5,5,5,4,5,5,5,5,5,3,5,5,5,4,1,4,5,5,3,3,5, , , , , , , , , , 
 ,5,2,300,6,1,1,4,2020,1.77,31,75,9,0,0,4,5,5,5,5,4,5,5,5,5,5,5,3,4,4,5,5,4,5,5,5, , , , , , , , , , 
 ,4,2,500,1,3,1,4,2020,.74,3,10,1,0,0,5,4,5,5,5,5,3,5,5,1,5,2,3,5,3,3,5,3,4,5,5, , , , , , , , , , 
 ,4,2,500,1,3,1,4,2020,.74,31,60,20,0,0,4,3,5,3,5,5,5,5,5,5,5,3,5,5,3,4,3,4,4,5,3, , , , , , , , , , 
 ,3,2,800,1,1,6,5,2020,1.73,4,10,1,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5, , , , , , , , , , 
 ,3,2,800,1,1,6,5,2020,1.73,31,40,5,2,2,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,225,1,6,1,2,2020,.72,3,40,4,0,0,5,4,1,3,4,4,2,3,4,1,5,3,3,2,5,3,4,2,3,3,4, , , , , , , , , , 
 ,3,2,300,1,4,1,3,2020,.69,5,10,1,1,0,4,5,4,5,5,4,5,5,4,5,5,4,5,4,1,4,5,5,5,5,5, , , , , , , , , , 
 ,3,2,300,1,4,1,3,2020,.69,6,10,1,5,0,5,5,4,4,4,4,4,5,5,4,4,4,4,4,2,4,4,4,4,4,4, , , , , , , , , , 
 ,5,2,175,1,3,2,3,2020,.86,10,20,3,3,0,5,5,5,3,5,5,5,5,5,1,2,5,4,1,5,3,5,5,1,2,3, , , , , , , , , , 
 ,4,2,350,5,4,3,3,2020,.7,3,10,1,0,0,5,5,4,4,5,4,5,5,5,1,5,5,5,3,2,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,200,2,2,3,4,2020,.92,3,25,1,0,0,5,3,1,3,4,3,3,3,3,1,5,3,1,2,3,3,2,1,5,3,4, , , , , , , , , , 
 ,3,2,200,6,1,1,3,2020,2.49,4,20,1,1,0,4,4,3,3,4,4,4,3,3,3,3,3,5,3,3,3,4,3,3,1,3, , , , , , , , , , 
 ,5,2,200,1,2,1,5,2020,2,61,75,1,0,0,5,5,5,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,3,3,1, , , , , , , , , , 
 ,4,2,650,3,2,1,1,2020,1.03,31,10,2,0,0,5,5,3,3,5,5,5,5,5,5,5,5,3,5,5,3,5,5,3,3,5, , , , , , , , , , 
 ,5,2,800,5,5,1,3,2020,1.2,3,25,1,0,0,5,4,3,1,3,3,3,2,5,1,3,5,2,1,2,3,3,3,1,2,5, , , , , , , , , , 
 ,4,2,1200,1,5,6,2,2020,1.04,9,10,1,0,0,4,4,3,4,3,4,4,4,3,4,4,4,4,2,3,4,2,3,4,4,2, , , , , , , , , , 
 ,3,2,50,1,3,1,2,2020,1.13,10,50,2,2,2,3,3,4,4,4,4,5,5,4,4,4,3,3,4,4,4,4,3,4,5,4, , , , , , , , , , 
 ,3,2,150,1,5,2,5,2020,1.68,31,20,2,1,1,5,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,4,4,5, , , , , , , , , , 
 ,3,2,150,1,5,2,5,2020,1.68,61,15,1,1,0,4,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4, , , , , , , , , , 
 ,4,2,400,7,7,1,10,2020,2.38,10,10,2,0,0,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,4, , , , , , , , , , 
 ,3,2,200,1,5,1,10,2020,2.07,10,10,1,0,0,5,4,5,4,4,5,2,5,5,4,4,2,5,2,2,5,4,4,1,4,5, , , , , , , , , , 
 ,5,2,500,1,5,2,3,2020,.84,10,10,1,0,0,5,4,3,3,4,5,5,4,5,3,5,4,3,3,2,4,5,4,3,4,3, , , , , , , , , , 
 ,4,2,1000,1,5,3,3,2020,1.08,61,50,6,0,0,4,3,1,2,4,3,3,1,3,1,4,2,4,4,4,3,4,1,1,1,3, , , , , , , , , , 
 ,3,2,100,6,3,1,4,2020,1.11,4,2,2,3,0,4,4,3,3,3,3,5,3,5,1,1,5,5,2,4,3,3,3,1,1,3, , , , , , , , , , 
 ,3,2,200,1,1,1,7,2020,1.63,7,80,3,0,0,5,4,3,5,5,5,4,3,5,3,5,4,3,4,4,4,5,3,5,3,3, , , , , , , , , , 
 ,4,2,300,1,2,3,4,2020,.71,61,50,3,0,0,5,3,4,5,5,5,5,3,5,1,5,3,5,5,3,5,5,5,1,5,5, , , , , , , , , , 
 ,5,2,225,1,5,3,2,2020,1.14,3,50,2,0,0,5,5,3,3,5,4,5,3,5,3,4,5,3,4,4,3,4,4,3,3,5, , , , , , , , , , 
 ,4,2,500,2,3,2,3,2020,.59,10,10,1,0,0,4,4,2,3,2,3,5,3,4,4,5,3,4,3,4,5,3,1,4,4,4, , , , , , , , , , 
 ,4,2,700,1,4,5,2,2020,.54,61,85,5,0,0,5,5,3,4,4,4,4,5,5,3,5,3,3,5,5,4,4,5,3,4,5, , , , , , , , , , 
 ,5,2,450,2,1,1,6,2020,1.78,31,1,1,0,0,1,3,3,3,3,3,1,1,4,3,1,2,3,1,3,3,3,2,3,3,2, , , , , , , , , , 
 ,3,2,300,5,2,2,5,2020,2.01,31,25,2,0,0,5,4,1,4,4,4,5,5,5,5,5,5,5,4,2,4,3,5,2,2,4, , , , , , , , , , 
 ,5,2,123,1,2,1,7,2020,.88,61,10,2,0,0,4,4,3,2,3,4,3,4,4,3,2,3,4,4,2,3,4,2,2,3,3, , , , , , , , , , 
 ,5,2,800,1,2,1,17,2020,1.19,61,50,4,0,0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,5,2,350,5,5,1,2,2020,.87,10,5,1,1,0,4,4,4,3,4,3,3,2,3,2,2,4,4,4,4,4,4,2,3,3,4, , , , , , , , , , 
 ,5,2,350,5,5,1,2,2020,.87,43,30,5,0,5,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4, , , , , , , , , , 
 ,4,2,350,1,5,3,9,2020,.66,3,15,3,3,3,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,4,4,5,4, , , , , , , , , , 
 ,5,2,200,2,1,1,3,2020,1.77,17,5,1,0,0,3,4,3,3,3,4,4,4,4,4,4,4,3,3,1,3,4,4,4,4,3, , , , , , , , , , 
 ,3,2,400,3,4,2,7,2020,1.17,10,10,1,0,0,5,5,3,3,5,5,5,5,5,5,5,5,3,3,2,5,5,5,3,3,3, , , , , , , , , , 
 ,3,2,400,3,4,2,7,2020,1.17,43,10,2,0,0,5,5,5,3,5,5,5,5,5,3,5,5,3,3,2,5,4,5,3,3,3, , , , , , , , , , 
 ,3,2,200,1,6,3,7,2020,1.3,3,20,1,0,0,1,1,1,1,3,1,1,1,1,1,1,4,1,1,4,2,2,1,1,1,1, , , , , , , , , , 
 ,4,2,200,2,4,1,7,2020,.62,10,10,1,0,0,3,5,5,5,3,3,1,5,5,5,3,1,5,5,1,3,3,5,2,4,5, , , , , , , , , , 
 ,4,2,200,2,4,1,7,2020,.62,31,50,4,0,0,3,5,4,5,5,4,5,4,5,4,5,5,3,2,1,3,3,3,4,3,3, , , , , , , , , , 
 ,5,2,300,1,1,1,7,2020,1.82,15,15,3,0,0,5,5,5,5,4,5,4,5,5,5,5,5,3,3,3,3,3,4,4,5,4, , , , , , , , , , 
 ,5,2,500,2,2,2,3,2020,1.37,3,25,4,3,1,5,5,3,5,4,3,4,3,4,4,5,3,5,5,3,3,5,5,4,3,5, , , , , , , , , , 
 ,4,2,455,5,1,2,6,2020,1.52,4,34,1,4,1,3,3,3,4,3,3,3,3,3,3,5,3,3,4,5,4,3,4,4,3,3, , , , , , , , , , 
 ,5,2,600,1,5,1,6,2020,.76,10,40,2,0,0,5,5,5,2,5,5,5,5,5,1,4,5,5,5,1,4,5,5,3,5,5, , , , , , , , , , 
 ,4,2,650,1,3,2,20,2020,.54,3,40,4,0,0,5,5,3,1,5,5,5,5,5,3,5,5,3,1,4,5,4,3,2,1,5, , , , , , , , , , 
 ,3,2,200,1,3,1,10,2020,1.09,10,30,3,1,2,5,5,3,3,4,5,5,5,5,3,5,2,5,3,1,2,4,3,3,3,5, , , , , , , , , , 
 ,3,2,982,5,2,5,10,2020,1.64,4,5,1,1,0,5,5,5,3,5,4,5,4,3,4,3,3,5,4,3,3,5,4,1,2,3, , , , , , , , , , 
 ,5,2,200,1,5,1,4,2020,.89,61,30,1,0,0,3,3,2,4,4,2,2,2,2,2,4,2,4,2,4,2,2,2,4,2,4, , , , , , , , , , 
 ,5,2,1500,1,7,3,4,2020,2.77,14,10,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,400,1,3,1,4,2020,.8,3,5,2,0,0,4,4,3,3,3,4,5,3,4,3,5,5,3,1,4,3,3,3,3,3,4, , , , , , , , , , 
 ,5,2,600,1,4,1,2,2020,.97,3,10,1,0,0,4,4,3,2,3,3,4,3,3,3,3,4,3,2,4,3,2,3,2,3,4, , , , , , , , , , 
 ,5,2,150,2,1,1,2,2020,1.17,7,15,1,1,0,5,5,5,3,5,5,3,5,5,3,5,4,5,4,1,3,5,5,5,5,5, , , , , , , , , , 
 ,4,2,400,1,4,1,4,2020,.51,3,10,2,0,0,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4, , , , , , , , , , 
 ,4,2,200,2,2,3,9,2020,.81,5,40,2,2,0,3,3,5,3,3,3,5,3,3,2,5,5,5,2,5,3,5,3,3,3,3, , , , , , , , , , 
 ,5,2,200,1,6,3,9,2020,.69,5,10,1,3,0,4,4,4,4,4,4,4,3,4,2,4,4,5,4,4,4,4,4,2,1,2, , , , , , , , , , 
 ,5,2,700,5,4,1,15,2020,.84,10,50,6,0,0,5,5,3,2,5,5,3,2,4,3,2,4,5,3,3,3,5,5,3,3,5, , , , , , , , , , 
 ,4,2,928,6,1,5,2,2020,1.32,43,50,1,0,0,5,5,4,3,3,5,5,5,4,5,5,5,5,4,1,4,4,5,4,4,3, , , , , , , , , , 
 ,4,2,600,1,5,3,1,2020,.66,10,5,1,3,1,5,4,4,4,4,5,4,4,5,4,4,4,5,5,4,4,3,4,5,5,4, , , , , , , , , , 
 ,5,2,250,2,3,3,4,2020,1,2,25,3,0,0,5,4,1,2,5,4,1,2,4,1,5,2,3,5,1,5,4,2,3,2,2, , , , , , , , , , 
 ,3,2,1000,5,1,3,2,2020,1.9,4,20,100,10,0,5,4,3,3,5,4,5,4,3,1,3,5,5,1,2,4,5,5,3,1,4, , , , , , , , , , 
 ,3,2,100,1,1,2,2,2020,2.31,13,20,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,5,2,550,1,7,1,2,2020,2.65,16,40,4,0,0,3,4,4,4,4,3,3,4,4,4,4,3,3,4,3,3,4,4,3,3,3, , , , , , , , , , 
 ,5,2,550,1,7,1,2,2020,2.65,43,5,1,0,0,3,4,3,3,4,3,3,4,4,4,4,3,3,2,3,3,4,4,3,3,3, , , , , , , , , , 
 ,5,2,300,2,1,5,4,2020,1.66,61,50,4,0,0,5,5,4,3,5,5,5,4,4,3,5,4,4,3,3,4,5,5,4,4,4, , , , , , , , , , 
 ,3,2,1250,1,7,1,2,2020,2.92,43,20,2,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5, , , , , , , , , , 
 ,5,2,600,2,1,1,5,2020,1.43,4, ,1,1,0,5,5,3,3,5,5,5,5,5,1,3,5,5,1,1,3,5,3,3,3,3, , , , , , , , , , 
 ,5,2,200,5,2,1,2,2020,.88,3,25,2,0,0,5,5,5,4,4,4,3,3,5,3,5,2,3,4,4,4,4,5,4,4,4, , , , , , , , , , 
 ,4,2,1500,1,5,2,5,2020,.84,13,10,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5, , , , , , , , , , 
 ,5,2,150,7,3,1,5,2020,.78,3,35,1,0,0,5,4,3,4,4,4,4,3,5,3,5,4,1,3,3,5,5,4,2,3,4, , , , , , , , , , 
 ,5,2,225,8,1,1,5,2020,2.15,31,20,5,0,0,4,4,4,1,4,4,4,3,4,5,5,4,3,5,4,4,4,2,1,3,2, , , , , , , , , , 
 ,4,2,300,6,1,2,4,2020,2.26,4, ,2,1,0,5,5,3,1,3,4,5,3,3,2,3,2,5,4,1,3,4,4,4,3,3, , , , , , , , , , 
 ,5,2,200,2,2,1,2,2020,1.08,10,50,4,0,0,3,5,1,4,4,5,5,4,5,2,4,4,4,4,2,3,3,3,3,3,4, , , , , , , , , , 
 ,4,2,200,2,2,2,2,2020,.51,61,80,100,0,0,4,3,2,1,5,2,3,2,4,2,5,3,5,5,5,3,3,3,2,3,2, , , , , , , , , , 
 ,3,2,200,1,5,1,4,2020,1.47,15, ,1,0,0,3,3,2,2,3,3,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,3,2,568,5,4,1,4,2020,.99,15, ,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , 
 ,4,2,200,5,1,2,3,2020,2.5,9,50,2,7,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,200,5,1,2,3,2020,2.5,15,50,20,7,5,3,3,3,3,3,5,3,3,5,3,4,3,3,3,5,5,3,3,4,3,3, , , , , , , , , , 
 ,5,2,250,7,1,1,5,2020,1.77,10,10,1,0,0,5,4,3,3,3,5,5,4,5,3,5,3,5,2,4,4,4,3,3,3,3, , , , , , , , , , 
 ,5,2,250,7,1,1,5,2020,1.77,31,70,13,0,0,5,4,3,5,5,5,5,3,5,5,5,5,5,4,4,5,4,4,4,3,4, , , , , , , , , , 
 ,5,2,300,7,1,1,4,2020,2.04,4, ,1,0,0,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5, , , , , , , , , , 
 ,3,2,100,1,2,1,4,2020,1.31,15,50,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,4,2,180,1,2,1,3,2020,.95,43,10,2,0,0,4,3,3,3,4,3,5,3,4,4,4,4,3,3,2,4,3,3,3,2,3, , , , , , , , , , 
 ,4,2,300,1,3,3,5,2020,.71,61,50,2,0,2,4,4,3,4,3,3,4,3,4,3,4,4,4,4,3,3,3,4,3,3,4, , , , , , , , , , 
 ,3,2,400,2,8,2,2,2020,2.1,31,10,2,0,1,4,5,3,4,5,4,4,5,4,4,4,4,3,3,4,3,3,4,3,3,4, , , , , , , , , , 
 ,3,2,1100,5,2,6,2,2020,.82,2,5,1,0,0,4,4,3,3,5,4,5,4,4,4,5,4,4,3,3,3,4,3,3,4,5, , , , , , , , , , 
 ,4,2,400,1,2,1,2,2020,.51,61,70,4,0,4,4,3,3,3,3,3,3,2,5,3,3,2,3,4,2,2,3,4,3,3,3, , , , , , , , , , 
 ,3,2,500,1,4,3,2,2020,1.17,2,30,2,2,2,3,4,5,5,5,5,5,4,5,4,5,4,5,3,4,5,4,4,5,5,5, , , , , , , , , , 
 ,4,2,120,6,1,1,4,2020,1.17,16,60,2,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , , , , , , , , 
 ,4,2,800,1,5,3,3,2020,.45,16,10,1,0,1,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,3,4,3,3,3,3, , , , , , , , , , 
 ,2,2,400,3,4,2,1,2020,2.42,3,35,4,0,0,1,1,5,1,5,5,3,1,5,5,5,5,5,1,5,5,1,5,5,5,5, , , , , , , , , , 
 ,2,2,400,3,4,2,1,2020,2.42,4,10,1,1,0,1,1,5,1,5,5,5,1,5,4,5,5,5,1,5,5,1,5,5,5,5, , , , , , , , , , 
 ,3,2,250,1,4,2,3,2020,.91,5,10,1,1,0,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , 
 ,3,2,650,5,3,2,6,2020,2.21,2,10,3,6,0,5,5,5,4,5,4,4,5,4,5,5,3,4,4,4,4,4,5,5,4,3, , , , , , , , , , 
 ,5,2,500,6,1,3,6,2020,1.77,11,95,3,0,0,5,5,4,5,5,5,5,5,5,3,5,5,3,5,4,3,5,5,3,5,3, , , , , , , , , , 
 ,3,2,950,5,1,5,2,2020,2.31,13,25,5,0,0,4,3,1,2,3,2,1,1,2,1,4,1,3,3,5,4,1,1,5,3,3, , , , , , , , , , 
 ,5,2,550,6,1,1,4,2020,1.54,16,5,1,0,0,4,4,3,3,3,4,4,4,5,1,4,4,4,3,3,3,3,4,4,4,2, , , , , , , , , , 
 ,5,2,550,6,1,1,4,2020,1.54,61,65,8,0,0,4,4,4,3,4,3,3,2,3,1,5,3,4,5,5,3,3,3,4,3,5, , , , , , , , , , 
 ,3,2,1500,1,5,2,6,2020,1.37,43,5,3,5,5,4,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,4,5,4,5,5, , , , , , , , , , 
 ,3,2,200,1,2,2,5,2020,2.22,3,20,2,0,0,4,2,1,2,4,2,5,2,3,2,5,4,1,2,3,2,3,3,2,2,4, , , , , , , , , , 
 ,3,2,150,1,2,2,6,2020,1.67,4, ,1,0,0,2,5,3,3,4,2,4,3,4,2,3,2,3,4,2,3,4,4,2,5,4, , , , , , , , , , 
 ,4,2,800,1,5,6,2,2020,.78,5,5,1,1,1,4,5,5,4,5,4,4,4,4,5,5,4,4,3,4,5,4,5,5,4,5, , , , , , , , , , 
 ,4,2,800,1,5,6,2,2020,.78,16,10,1,2,2,5,5,4,3,5,4,4,5,5,5,4,3,3,4,5,5,4,4,5,4,4, , , , , , , , , , 
 ,3,2,450,1,3,3,2,2020,1.09,14, ,4,4,2,5,4,4,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,3,5, , , , , , , , , , 
